date,AFKS,AFLT,ALRS,BSPB,CBOM,CHMF,FEES,GAZP,GMKN,HYDR,IRAO,LKOH,LSRG,MAGN,MOEX,MSNG,MTLR,MTLRP,MTSS,MVID,NLMK,NVTK,PHOR,PIKK,PLZL,ROSN,RTKM,RTKMP,RUAL,SBER,SBERP,SELG,TATN,TATNP,TGKA,TRNFP,VTBR
2024-08-13,20.629,51.72,59.58,361.49,6.826,1402.0,0.10066,130.49,127.82,0.6089,3.82,6444.5,720.4,50.265,226.45,2.632,156.2,163.8,224.95,150.2,165.36,1055.0,5532.0,811.1,1283.25,502.5,86.99,78.7,35.465,283.92,282.99,56.51,609.1,605.9,0.00759,1416.0,100.69
2024-08-14,20.196,50.39,58.69,359.0,6.715,1388.8,0.10184,129.84,125.76,0.601,3.88,6385.0,704.8,49.755,223.54,2.5815,152.98,158.0,222.5,147.6,162.9,1035.6,5416.0,780.6,1257.2,495.8,85.72,77.25,34.59,280.32,279.64,56.1,613.1,613.0,0.007452,1399.0,99.81
2024-08-15,19.817,49.04,58.7,359.71,6.767,1382.0,0.1,127.6,125.0,0.5981,3.844,6347.0,712.2,49.96,223.79,2.5855,150.2,156.75,222.6,144.8,161.9,1029.0,5451.0,772.7,1259.15,493.75,84.37,76.45,34.335,278.01,277.3,54.85,608.5,608.3,0.007436,1372.5,99.28
2024-08-16,19.815,49.16,57.87,360.32,6.779,1375.0,0.10074,126.36,125.88,0.5939,3.7915,6239.5,710.2,49.665,221.16,2.5585,149.06,154.45,218.7,141.5,162.06,1008.4,5389.0,777.8,1271.45,489.7,84.53,77.15,34.29,274.6,274.28,54.83,600.8,600.3,0.0073,1374.5,97.85
2024-08-19,19.306,49.4,57.03,354.15,6.767,1342.8,0.09872,126.29,126.0,0.5962,3.819,6138.5,703.6,48.435,214.47,2.5655,142.13,152.0,216.5,140.9,158.1,1019.8,5344.0,752.7,1270.3,483.7,81.9,75.35,33.8,268.17,268.0,52.42,591.6,591.0,0.007272,1370.0,98.78
2024-08-20,19.024,49.14,55.63,363.54,6.749,1338.0,0.0987,125.85,124.18,0.5935,3.887,6147.5,703.8,47.045,210.89,2.6115,138.04,146.2,212.8,141.0,155.62,1006.0,5306.0,745.3,1298.55,481.5,81.72,74.95,34.395,266.2,265.89,53.65,586.9,586.8,0.007254,1339.5,99.47
2024-08-21,19.0,48.04,55.47,370.86,6.821,1321.0,0.09964,123.38,121.44,0.5993,3.862,6309.5,702.0,46.81,209.99,2.62,131.88,140.55,207.15,143.3,152.5,995.4,5305.0,761.1,1298.7,480.95,82.46,75.5,33.965,266.93,266.48,52.79,603.5,601.4,0.007552,1336.0,100.19
2024-08-22,17.935,46.65,52.9,366.07,6.784,1292.8,0.0962,118.51,118.9,0.5778,3.79,6419.0,657.4,45.695,209.95,2.4805,121.25,131.25,195.0,139.9,143.94,950.4,5225.0,732.9,1261.45,475.8,79.11,73.15,31.69,261.6,261.35,51.39,601.7,596.8,0.00724,1317.0,96.64
2024-08-23,18.151,46.45,53.88,360.42,6.73,1253.2,0.0938,116.81,113.04,0.552,3.654,6428.0,666.0,43.685,205.99,2.4345,114.03,125.2,195.35,135.0,140.74,924.8,5120.0,731.7,1274.5,478.75,77.1,72.2,33.25,259.5,259.08,51.22,596.6,592.9,0.006966,1303.5,96.47
2024-08-26,18.408,49.53,54.81,366.68,6.662,1318.6,0.09512,126.8,118.44,0.5704,3.833,6645.0,663.2,45.175,214.65,2.461,113.87,122.8,201.15,128.9,147.26,1011.2,5237.0,743.4,1294.9,489.55,81.28,73.65,33.39,265.39,264.95,51.51,607.8,605.8,0.00717,1331.5,99.09
2024-08-27,17.118,48.38,52.06,361.11,6.65,1275.2,0.09266,124.47,112.9,0.5545,3.733,6526.5,667.2,44.595,210.0,2.4505,106.56,112.8,197.85,114.8,142.8,986.4,5200.0,737.0,1295.25,477.5,79.45,72.65,32.79,260.5,260.18,50.51,611.6,607.4,0.00721,1316.0,96.88
2024-08-28,16.059,50.42,51.59,359.5,6.69,1275.4,0.09266,124.51,112.1,0.538,3.7255,6389.0,675.0,43.585,209.7,2.445,101.2,106.25,196.6,99.8,140.62,978.8,5162.0,727.0,1259.35,479.05,79.23,73.1,32.73,262.47,261.39,49.42,604.1,601.6,0.007268,1299.0,97.02
2024-08-29,16.13,49.49,51.69,357.56,6.817,1268.2,0.0918,130.27,111.34,0.5336,3.775,6324.0,667.8,44.48,207.68,2.3835,105.33,110.35,198.15,94.6,140.4,997.8,5169.0,699.1,1248.45,482.95,78.72,72.5,32.5,260.31,260.06,51.37,599.0,596.7,0.007168,1286.5,96.02
2024-08-30,16.049,47.12,49.43,349.3,6.541,1225.0,0.08924,122.97,108.58,0.5178,3.695,6145.0,649.8,43.035,202.0,2.2635,106.95,110.9,191.7,96.2,132.74,977.2,4997.0,676.6,1200.0,475.85,76.35,70.45,31.36,254.45,253.94,49.37,590.0,587.4,0.006944,1258.0,91.48
2024-09-02,15.168,44.75,46.5,336.8,5.868,1172.0,0.07942,123.86,103.12,0.4925,3.566,6115.0,609.0,40.84,192.1,2.1315,110.54,113.3,185.9,96.8,127.66,958.0,4866.0,621.7,1153.9,455.05,70.79,65.0,30.33,244.31,243.94,46.6,565.0,562.6,0.006712,1227.0,86.1
2024-09-03,14.752,46.05,47.49,334.16,5.627,1176.2,0.0776,120.6,104.02,0.4906,3.6,6184.0,591.4,41.585,193.25,2.1615,112.84,113.9,189.3,97.5,127.78,952.6,4869.0,636.6,1151.7,468.85,70.28,65.85,29.54,244.04,243.56,46.32,564.1,559.0,0.006696,1230.0,86.23
2024-09-04,15.818,48.41,49.5,346.24,5.966,1235.6,0.08094,122.46,106.72,0.509,3.677,6265.0,617.2,42.01,200.38,2.2285,114.37,117.6,191.35,102.2,132.7,966.8,5039.0,679.7,1190.3,477.75,72.34,68.45,31.085,253.01,252.23,47.95,583.4,576.1,0.006972,1275.0,89.03
2024-09-05,16.221,47.71,48.72,346.0,6.198,1236.0,0.0808,123.76,104.88,0.5045,3.6115,6272.0,647.8,42.275,197.37,2.2425,114.0,119.0,194.3,99.0,139.4,949.2,5081.0,663.3,1199.7,477.15,73.26,67.65,30.595,252.82,252.55,47.87,581.2,574.4,0.006814,1296.5,87.2
2024-09-06,16.134,48.42,50.15,349.55,6.376,1244.0,0.0806,123.0,107.04,0.508,3.646,6332.0,631.2,42.3,198.89,2.242,111.77,117.5,193.55,100.2,139.88,964.4,5073.0,671.0,1209.95,479.1,73.57,70.25,30.91,254.77,255.0,47.83,588.9,586.7,0.006876,1301.5,87.3
2024-09-09,17.3,50.31,50.52,361.45,6.31,1313.0,0.0852,125.04,108.1,0.5251,3.715,6520.0,651.0,43.43,209.4,2.2885,109.65,116.65,198.9,101.2,147.9,994.6,5249.0,706.3,1254.6,493.8,76.3,71.8,31.34,263.31,263.73,49.43,610.5,604.9,0.007006,1370.0,90.9
2024-09-10,16.67,48.84,50.13,360.42,6.16,1254.2,0.0834,123.44,105.96,0.5152,3.6895,6435.0,642.8,43.68,206.25,2.2545,110.66,116.6,198.95,99.8,146.62,986.0,5120.0,666.3,1248.1,482.35,75.8,70.75,30.9,261.29,261.12,50.04,595.8,593.4,0.006846,1342.5,88.89
2024-09-11,15.952,47.82,48.51,357.99,5.974,1201.2,0.08086,121.62,103.6,0.5067,3.6175,6413.5,625.2,42.865,204.88,2.1925,107.45,112.5,196.2,96.1,143.44,964.2,4998.0,626.7,1244.6,477.75,73.41,69.75,30.1,258.2,257.95,49.11,590.7,587.9,0.006768,1315.5,87.2
2024-09-12,15.799,47.65,48.99,360.36,5.917,1208.4,0.0804,118.78,101.5,0.5077,3.637,6448.0,622.8,42.355,204.56,2.192,103.56,107.8,195.3,96.7,140.7,956.0,4934.0,637.5,1265.7,488.45,73.61,69.2,30.265,254.93,254.93,50.16,593.4,587.1,0.006778,1337.5,86.2
2024-09-13,16.54,48.01,49.64,364.1,6.099,1233.8,0.0818,119.91,102.62,0.5149,3.705,6624.5,625.4,43.72,208.7,2.214,108.03,110.6,196.0,99.0,147.38,968.6,5041.0,634.7,1283.45,498.0,75.65,71.65,30.32,258.25,257.98,51.27,607.3,601.7,0.006854,1359.5,87.14
2024-09-16,16.491,49.29,51.36,371.11,6.183,1265.0,0.08376,121.73,106.44,0.5397,3.7895,6820.5,645.4,44.37,215.18,2.27,108.54,112.95,207.5,101.8,151.82,985.0,5091.0,638.8,1327.3,516.3,78.36,73.9,31.185,263.79,263.5,54.0,621.2,617.9,0.007064,1393.0,88.62
2024-09-17,16.738,51.78,53.33,375.01,6.142,1294.4,0.08598,123.1,106.82,0.5492,3.8075,6803.0,659.0,46.19,215.55,2.278,112.45,115.75,209.55,103.9,156.24,993.6,5276.0,636.4,1317.8,517.95,79.33,74.9,31.255,265.99,265.84,54.12,635.4,629.0,0.007232,1392.5,90.1
2024-09-18,16.25,51.27,51.83,376.42,6.018,1272.0,0.08454,122.18,106.22,0.5385,3.84,6745.5,666.4,44.765,210.07,2.237,109.9,112.5,204.9,101.4,151.74,984.8,5239.0,644.0,1304.85,510.25,78.9,74.3,31.06,263.4,262.84,54.21,626.8,621.6,0.007118,1364.0,87.93
2024-09-19,16.226,52.19,52.19,376.3,5.939,1273.8,0.08432,122.24,111.2,0.5343,3.8195,6811.0,667.0,44.515,211.5,2.2145,110.5,113.1,206.4,105.9,150.0,997.4,5187.0,637.3,1323.5,512.55,78.06,73.7,31.745,264.5,263.78,54.7,624.2,619.7,0.007102,1375.5,88.53
2024-09-20,16.44,52.83,52.64,383.9,5.947,1319.0,0.08654,122.4,109.42,0.534,3.87,6897.5,672.0,45.51,214.14,2.2415,111.13,115.3,204.8,107.4,148.46,1002.0,5140.0,660.4,1351.0,528.15,79.7,74.65,31.85,269.08,268.87,55.94,631.7,628.3,0.007206,1392.0,89.35
2024-09-23,16.871,55.0,53.89,393.39,6.132,1309.6,0.0875,130.35,110.34,0.5415,3.921,6982.5,704.8,45.315,218.34,2.2805,119.53,124.0,205.35,115.0,150.04,1001.4,5191.0,647.0,1363.0,526.1,80.97,75.75,32.525,273.17,273.19,57.73,641.1,639.2,0.007414,1420.0,91.96
2024-09-24,16.743,54.35,55.82,390.14,6.225,1302.2,0.08748,139.71,115.22,0.548,3.9005,6954.5,685.8,45.115,216.41,2.3075,120.6,125.9,209.6,115.7,147.98,1040.2,5134.0,649.4,1374.75,522.1,81.01,75.7,33.675,272.92,272.52,59.38,642.0,640.3,0.007412,1418.0,92.65
2024-09-25,16.26,53.84,54.64,386.2,6.07,1287.8,0.08576,135.44,114.02,0.537,3.829,6867.0,685.4,44.755,216.64,2.2975,122.82,127.4,206.2,113.5,144.06,1023.8,5248.0,628.5,1344.15,512.4,80.63,75.05,33.76,267.8,267.76,57.92,640.0,637.8,0.007244,1382.5,90.83
2024-09-26,16.167,53.22,54.64,389.67,6.297,1271.0,0.08526,137.35,115.48,0.5439,3.832,6890.0,672.4,44.915,213.21,2.4785,121.23,125.15,206.8,110.6,142.48,1015.6,5432.0,634.1,1352.8,512.7,80.48,74.95,34.495,267.88,267.63,58.0,639.5,635.1,0.007718,1391.5,90.76
2024-09-27,16.427,54.57,55.27,394.85,6.395,1288.4,0.0863,140.5,115.4,0.5567,3.8095,6914.5,686.8,45.15,218.46,2.438,123.47,127.45,206.7,112.1,144.94,1025.6,5398.0,655.0,1339.75,511.0,76.67,70.75,34.835,268.07,267.97,58.09,644.0,639.3,0.007652,1388.0,90.57
2024-09-30,16.091,54.05,54.09,379.47,6.496,1257.6,0.08552,138.19,113.04,0.54,3.818,6874.0,698.0,45.015,217.26,2.44,120.06,124.85,206.6,111.6,141.88,1004.2,5349.0,648.2,1318.95,507.4,75.83,69.9,34.14,268.49,268.18,57.75,641.4,639.6,0.00748,1379.0,89.03
2024-10-01,15.801,54.03,54.44,373.31,6.449,1272.0,0.0835,136.21,110.6,0.5279,3.803,6969.0,687.0,44.84,215.15,2.5035,118.9,123.7,208.3,109.2,141.8,1007.8,5627.0,639.6,1353.9,509.75,74.67,69.1,34.47,266.29,266.0,58.47,646.6,642.2,0.007432,1367.5,87.52
2024-10-02,15.359,52.63,53.37,366.59,6.236,1247.8,0.08242,132.12,107.84,0.5244,3.689,6816.5,686.0,43.91,212.62,2.4335,114.28,118.6,204.8,107.0,138.7,980.2,5500.0,619.9,1341.95,499.95,72.99,68.15,33.785,259.31,259.4,57.19,649.7,648.5,0.007194,1352.0,86.16
2024-10-03,15.671,52.77,54.29,365.7,6.119,1241.8,0.0823,133.87,106.46,0.5303,3.747,6956.0,693.6,44.145,211.39,2.4985,116.13,119.8,206.3,108.7,138.28,993.6,5474.0,637.8,1344.8,500.0,72.32,67.9,34.77,264.25,264.28,57.59,649.0,644.1,0.007374,1354.0,87.23
2024-10-04,15.654,53.18,54.52,366.07,6.093,1236.0,0.08332,133.32,106.96,0.5346,3.79,7009.0,711.8,44.085,212.12,2.516,114.86,119.35,207.4,108.4,137.26,999.8,5463.0,631.9,1342.3,501.9,74.09,68.5,34.97,264.09,263.66,57.74,659.1,653.9,0.007304,1350.0,86.63
2024-10-07,15.461,53.35,54.06,359.0,6.078,1221.0,0.08234,133.5,106.22,0.5277,3.815,7055.0,721.4,43.825,210.43,2.5245,113.38,118.0,205.55,107.2,135.6,993.6,5498.0,633.3,1335.95,503.5,71.88,67.2,34.765,263.39,263.23,57.57,661.9,660.0,0.00718,1374.5,86.43
2024-10-08,15.375,53.32,53.7,362.51,6.062,1239.0,0.08386,133.83,106.4,0.5342,3.8635,6973.5,702.2,43.79,212.26,2.56,112.74,117.65,205.85,106.4,135.86,985.8,5420.0,633.4,1328.85,501.8,74.32,68.05,34.96,262.4,262.37,57.61,622.6,621.1,0.007214,1385.0,85.85
2024-10-09,15.26,53.95,54.13,355.32,6.048,1224.0,0.08282,132.51,103.82,0.5281,3.8515,6883.5,693.4,43.425,212.34,2.5215,110.68,115.45,206.6,105.9,134.28,976.8,5420.0,636.0,1301.95,495.85,73.17,67.4,34.025,260.86,260.6,56.78,613.2,609.8,0.007152,1368.0,89.79
2024-10-10,15.104,54.13,53.89,357.45,6.149,1228.2,0.08276,132.69,103.48,0.5314,3.8615,6857.0,709.4,43.435,211.27,2.473,106.85,111.4,205.95,105.4,134.58,985.6,5404.0,639.3,1302.85,497.75,72.81,66.9,33.59,259.98,260.01,56.84,618.8,615.7,0.007094,1364.5,86.16
2024-10-11,15.329,54.88,53.0,358.25,6.139,1221.0,0.08198,131.82,101.56,0.5145,3.835,6837.0,713.6,43.175,206.18,2.3965,107.99,111.2,205.55,105.6,135.78,957.8,5324.0,641.2,1325.95,492.15,72.6,66.9,33.71,256.94,256.88,51.92,614.3,611.2,0.00705,1362.5,85.61
2024-10-14,15.357,56.43,55.23,365.32,6.307,1248.4,0.0834,131.92,105.5,0.54,3.8745,6931.5,705.0,44.415,209.05,2.432,109.07,111.45,206.2,108.9,141.22,969.4,5412.0,651.7,1332.8,496.0,72.64,67.5,34.115,261.28,261.48,51.88,610.6,609.0,0.007204,1360.5,86.7
2024-10-15,15.584,57.55,55.06,371.49,6.421,1242.4,0.08436,133.97,108.5,0.5436,3.879,6991.0,708.2,44.32,210.01,2.4505,111.02,113.95,207.45,111.5,140.84,974.2,5475.0,656.0,1350.8,498.4,73.08,67.25,34.49,262.03,261.83,51.85,608.6,607.1,0.007232,1370.0,86.67
2024-10-16,15.35,56.88,54.97,368.02,6.279,1243.2,0.08324,137.24,106.82,0.5346,3.8645,6980.0,701.0,44.28,209.92,2.4385,109.13,111.85,206.25,109.9,139.52,970.6,5457.0,644.3,1351.3,496.45,73.65,66.7,34.375,259.5,259.72,51.91,603.1,601.2,0.007142,1363.0,85.82
2024-10-17,15.158,56.25,54.15,362.0,6.324,1191.0,0.08234,136.05,104.2,0.5308,3.8555,6931.5,699.6,40.655,206.41,2.381,106.99,108.4,204.1,108.9,133.84,958.6,5416.0,636.6,1352.65,486.95,72.54,65.75,34.42,256.57,256.91,51.07,593.0,592.2,0.007074,1351.5,85.09
2024-10-18,15.175,57.6,52.2,362.84,6.388,1192.2,0.0827,135.67,104.26,0.5202,3.8735,6963.0,705.6,40.545,205.3,2.3605,109.59,109.4,204.45,108.3,130.98,956.6,5408.0,638.2,1364.1,487.8,71.7,65.6,34.465,257.19,257.27,51.75,595.8,594.2,0.007094,1356.0,84.84
2024-10-21,15.008,57.56,52.3,363.01,6.164,1189.8,0.08306,135.97,106.14,0.5268,3.8665,7020.0,709.2,40.235,204.71,2.3405,108.75,109.35,205.2,108.7,130.16,958.4,5435.0,637.8,1455.45,484.7,70.99,65.3,33.935,258.21,257.97,52.38,595.2,593.5,0.007122,1351.5,84.71
2024-10-22,14.658,56.96,50.78,356.0,6.171,1192.4,0.081,136.24,105.82,0.5176,3.809,6950.0,709.2,40.12,203.47,2.335,107.75,109.3,200.75,106.9,127.96,960.6,5327.0,615.4,1460.2,479.0,70.51,64.8,34.41,255.42,255.4,51.73,592.9,591.2,0.007044,1348.0,83.58
2024-10-23,14.08,56.48,50.25,351.09,6.052,1172.0,0.07876,134.76,104.16,0.5088,3.746,6920.0,712.0,39.595,200.34,2.311,103.81,106.45,198.35,102.4,126.24,928.8,5297.0,604.1,1450.0,469.0,69.06,63.55,34.84,252.01,251.96,49.46,587.0,586.3,0.00702,1325.0,82.22
2024-10-24,14.002,57.07,50.01,355.53,6.051,1173.8,0.07846,134.12,105.12,0.513,3.76,6958.5,713.0,39.035,201.95,2.313,104.59,106.5,197.9,102.0,125.9,922.0,5299.0,603.2,1481.5,469.75,68.25,63.2,34.79,252.64,252.24,48.9,586.6,584.4,0.007068,1334.5,82.64
2024-10-25,13.55,55.8,48.92,349.55,6.015,1144.2,0.077,133.0,101.34,0.5034,3.7445,6750.5,700.0,38.35,200.11,2.303,102.33,104.05,193.6,98.7,121.14,903.4,5233.0,584.6,1459.4,456.1,66.09,61.15,34.41,246.35,246.46,47.52,572.4,571.3,0.006864,1291.0,79.89
2024-10-28,12.973,53.92,47.34,344.21,5.945,1102.8,0.0743,124.87,96.1,0.4944,3.7545,6733.5,694.8,36.62,194.9,2.2595,97.6,98.15,188.9,95.9,117.22,868.4,5000.0,573.2,1436.5,434.75,62.05,58.25,33.405,242.56,242.43,45.22,542.4,541.8,0.006682,1250.5,76.2
2024-10-29,13.038,56.11,47.81,342.48,5.957,1126.4,0.07666,125.97,99.74,0.5026,3.814,6837.0,707.8,37.015,194.88,2.2955,101.12,102.35,186.6,98.6,121.28,865.4,5023.0,569.1,1453.8,442.35,62.19,58.2,33.715,242.66,242.68,46.95,547.2,546.0,0.006828,1273.0,77.45
2024-10-30,12.465,53.42,47.2,336.65,5.885,1107.0,0.07554,123.8,97.54,0.4921,3.7945,6792.0,720.0,36.195,191.8,2.2475,97.89,98.8,185.1,93.0,117.68,862.0,4974.0,522.3,1479.95,439.05,61.36,58.15,35.06,241.45,241.18,45.96,538.3,537.9,0.00674,1252.0,76.19
2024-10-31,12.569,54.22,47.24,335.18,5.843,1085.6,0.07334,123.44,99.0,0.5021,3.7805,6794.5,702.2,35.66,187.66,2.1645,98.2,99.6,182.35,93.5,118.08,843.8,4915.0,492.9,1471.55,434.1,59.26,56.5,34.94,237.9,238.12,45.4,536.0,535.6,0.006666,1242.5,75.25
2024-11-01,12.024,54.97,48.62,334.4,6.031,1103.2,0.07438,125.6,99.16,0.5044,3.837,6844.5,719.0,36.045,187.18,2.192,100.56,102.4,185.45,96.7,120.2,854.6,4973.0,496.5,1516.4,444.35,61.76,58.7,35.365,238.03,237.8,46.19,536.0,535.1,0.006682,1264.5,76.62
2024-11-02,12.529,55.99,48.41,334.24,6.001,1113.0,0.0733,128.7,100.8,0.5023,3.833,6842.0,722.2,35.855,189.32,2.194,103.96,106.0,187.0,95.9,121.8,868.0,5015.0,501.4,1518.9,457.0,61.65,58.8,35.9,238.97,238.8,45.46,550.5,549.5,0.006772,1276.0,77.12
2024-11-05,12.516,55.33,48.54,338.0,6.172,1127.8,0.07348,128.77,104.2,0.5026,3.8535,6873.0,718.6,36.535,191.24,2.163,102.13,103.95,186.45,94.7,125.8,867.2,5122.0,498.2,1523.2,460.5,62.0,59.3,35.595,239.23,239.33,44.42,548.4,548.1,0.006746,1274.5,77.38
2024-11-06,12.945,56.93,50.84,338.5,6.381,1158.6,0.07504,131.92,105.9,0.509,3.8575,6996.5,737.4,37.48,196.21,2.2035,103.24,105.65,189.45,96.2,127.48,895.2,5209.0,483.4,1471.85,466.85,63.01,59.65,36.185,243.6,244.09,44.54,567.6,568.0,0.006848,1312.5,78.32
2024-11-07,13.597,59.02,52.0,341.05,6.488,1174.0,0.0762,135.52,109.42,0.5099,3.9195,7132.0,736.0,37.905,203.25,2.229,103.73,106.45,191.85,99.3,130.48,923.2,5275.0,489.8,1485.0,475.5,64.86,61.5,37.41,250.93,250.59,44.54,578.0,577.3,0.006956,1335.5,79.1
2024-11-08,14.481,60.73,52.92,351.82,6.754,1209.8,0.07814,135.9,111.58,0.5215,3.921,7172.0,727.4,38.325,210.5,2.377,105.15,108.95,198.25,101.3,130.82,944.8,5560.0,510.2,1474.6,481.5,66.73,62.85,38.31,255.98,256.2,44.44,595.5,593.4,0.00702,1348.0,80.2
2024-11-11,14.558,62.03,53.06,354.39,6.905,1272.4,0.08034,138.12,112.64,0.5232,3.988,7022.5,745.8,38.83,216.82,2.433,108.57,111.1,203.75,103.9,135.24,944.6,5475.0,514.4,1425.8,490.6,68.26,63.2,37.83,260.73,261.27,44.97,592.0,592.5,0.007218,1364.0,81.58
2024-11-12,14.043,61.03,51.9,342.3,7.071,1228.0,0.07818,135.16,113.5,0.5177,3.908,6990.0,786.6,37.41,210.89,2.4415,105.24,107.95,197.6,101.7,130.98,927.8,5446.0,527.4,1437.0,482.05,64.52,60.5,37.15,255.77,255.55,45.11,592.5,592.8,0.007128,1358.0,80.68
2024-11-13,14.179,61.16,51.24,346.9,6.974,1211.0,0.0805,132.6,112.98,0.5211,3.895,6925.0,770.6,37.81,206.75,2.3835,103.05,106.45,198.35,100.4,130.2,902.4,5317.0,504.9,1415.25,480.35,63.45,59.3,37.605,254.7,254.79,45.39,583.2,581.9,0.00712,1340.0,79.41
2024-11-14,14.11,61.53,51.34,349.58,7.127,1202.0,0.08122,131.61,111.68,0.5123,3.958,6932.5,786.2,37.39,207.0,2.3775,103.43,106.1,195.8,99.1,130.66,893.8,5438.0,493.9,1414.35,473.3,63.17,58.3,36.91,249.52,249.67,45.21,569.9,568.5,0.006976,1329.5,79.19
2024-11-15,14.562,63.86,53.22,353.97,7.283,1235.0,0.08358,133.37,115.16,0.5225,4.013,7021.0,772.0,37.985,209.18,2.4015,105.18,107.9,198.15,99.8,134.06,917.8,5433.0,491.0,1436.55,480.1,64.16,58.9,39.65,253.43,252.84,45.49,576.1,575.4,0.007056,1343.5,80.59
2024-11-18,14.301,62.08,52.4,347.8,7.305,1199.8,0.08186,129.12,114.46,0.5141,3.9785,6955.5,806.8,37.25,205.35,2.3215,102.97,105.75,196.1,98.8,130.54,898.8,5542.0,492.1,1457.1,471.95,62.0,57.6,38.985,248.72,248.59,44.69,562.4,561.4,0.006874,1222.5,78.95
2024-11-19,13.794,59.95,50.88,337.43,6.978,1152.2,0.07772,125.49,111.0,0.5035,3.933,6842.0,773.6,35.71,199.08,2.24,98.39,101.2,186.5,98.5,126.26,875.0,5334.0,484.3,1441.8,459.7,59.62,55.7,38.455,240.59,240.9,42.51,545.2,544.9,0.00671,1166.5,77.06
2024-11-20,13.306,58.15,49.88,330.65,7.017,1120.0,0.07656,121.89,108.28,0.5028,3.9315,6798.5,766.4,34.52,197.45,2.2095,96.22,99.25,183.5,96.6,122.88,847.8,5378.0,479.3,1440.9,449.25,57.62,54.6,37.795,237.05,237.01,41.05,536.9,536.9,0.006666,1144.0,75.64
2024-11-21,13.45,59.7,49.74,334.26,6.853,1117.8,0.07584,124.1,109.32,0.503,3.9315,6938.5,742.6,33.43,198.48,2.203,95.5,98.0,180.05,92.9,123.32,864.8,5497.0,477.9,1442.1,458.95,56.45,53.7,37.37,240.47,240.72,41.24,543.5,542.9,0.00678,1092.0,76.3
2024-11-22,13.158,58.82,49.55,326.45,7.127,1130.4,0.07484,119.47,108.52,0.5019,3.925,6940.0,754.0,33.135,199.01,2.1895,94.09,95.4,176.7,87.9,122.68,822.8,5383.0,469.0,1476.2,459.9,55.75,52.9,37.11,236.0,236.2,41.09,541.9,540.8,0.006714,1072.0,74.05
2024-11-25,12.506,57.55,47.21,314.63,7.09,1101.4,0.07094,117.44,103.94,0.4821,3.8485,6886.5,748.4,31.95,190.28,2.1335,88.97,90.2,171.1,85.0,119.16,822.8,5356.0,445.9,1451.3,453.65,53.47,50.3,34.14,227.81,228.28,39.21,515.3,515.9,0.006498,1054.0,70.11
2024-11-26,12.125,56.6,46.03,304.11,7.131,1072.0,0.0684,114.5,104.08,0.4712,3.7285,6869.5,710.0,32.01,188.39,2.0895,78.13,80.35,169.9,82.2,118.88,807.8,5235.0,407.4,1418.0,450.8,52.88,48.6,33.885,223.16,223.27,36.75,506.0,506.1,0.006056,1031.0,68.23
2024-11-27,12.342,56.79,49.07,315.02,7.302,1096.8,0.07106,119.41,110.96,0.4927,3.767,6896.5,698.8,32.35,187.45,2.091,81.32,83.2,175.4,85.9,123.88,828.0,5425.0,400.0,1430.75,474.15,53.98,50.0,35.215,226.3,226.79,38.44,519.0,518.2,0.006068,1042.5,70.02
2024-11-28,12.238,54.88,50.24,314.5,7.562,1095.8,0.07102,120.29,110.08,0.4862,3.787,6905.5,728.0,33.575,183.88,2.0875,84.56,86.55,177.55,84.5,124.0,816.6,5541.0,394.8,1420.35,474.85,54.86,50.5,34.655,228.56,228.46,36.98,534.3,534.0,0.006142,1040.0,69.28
2024-11-29,12.597,52.15,49.54,318.31,7.59,1123.2,0.07108,124.29,112.96,0.4856,3.821,6860.5,729.0,32.98,184.88,2.1025,85.45,87.5,181.65,86.7,124.56,835.6,5584.0,419.4,1412.45,478.0,54.36,50.25,34.665,236.49,236.23,37.12,544.9,542.7,0.006198,1016.0,69.5
2024-12-02,12.522,50.51,48.86,325.11,7.74,1142.8,0.07226,123.9,114.1,0.497,3.8605,6810.0,730.0,33.53,191.76,2.166,84.82,86.65,177.75,85.9,124.68,846.2,5846.0,410.3,1443.0,489.3,55.21,51.05,35.91,235.17,235.3,37.56,548.5,548.2,0.006228,1002.5,69.27
2024-12-03,12.073,48.52,47.5,310.14,7.62,1100.0,0.06828,121.48,110.4,0.4772,3.7215,6771.0,707.4,31.905,183.72,2.0875,79.87,81.65,171.85,83.4,121.28,824.0,5769.0,396.9,1451.25,490.5,53.21,48.55,35.52,230.8,230.89,36.54,538.5,536.2,0.005976,966.0,67.28
2024-12-04,11.76,48.52,46.5,304.89,7.485,1058.0,0.06672,115.3,104.2,0.4648,3.6265,6720.5,719.0,31.345,179.9,2.041,78.14,79.35,166.15,79.3,118.7,800.0,5541.0,382.2,1426.0,473.1,52.02,47.6,33.6,224.55,225.18,35.6,521.6,520.6,0.005812,919.5,65.38
2024-12-05,12.223,50.15,48.07,318.22,7.746,1081.6,0.0686,116.63,108.16,0.4765,3.718,6841.0,731.0,32.3,181.18,2.111,82.17,83.95,171.05,82.0,120.62,830.4,5689.0,394.0,1431.9,488.2,52.69,48.4,33.975,233.48,233.93,36.62,547.5,547.3,0.00605,942.5,66.95
2024-12-06,12.309,50.86,49.46,321.8,7.872,1097.4,0.06894,114.99,107.8,0.4754,3.705,6860.0,739.0,32.43,178.2,2.126,83.0,84.4,174.1,83.1,120.8,833.2,5619.0,396.3,1432.3,485.3,53.62,48.65,32.895,237.84,237.68,36.68,558.9,557.6,0.00603,964.0,67.52
