Date,GC=F,SI=F,PL=F,CL=F,HG=F,ALI=F,ZN=F,ZW=F,ZC=F,ZS=F,KC=F,SB=F,NG=F
2011-09-23,20429.951059725732,374.9254787502499,20126.776214957772,996.2330143178433,40.82247412954939,27107.89384123303,1634.0062002158502,7994.193063523215,7966.121375044202,15695.192936265632,2887.6409834664173,309.91144271203075,46.17480816212119
2011-09-24,20429.951059725732,374.9254787502499,20126.776214957772,996.2330143178433,40.82247412954939,27107.89384123303,1634.0062002158502,7994.193063523215,7966.121375044202,15695.192936265632,2887.6409834664173,309.91144271203075,46.17480816212119
2011-09-25,20429.951059725732,374.9254787502499,20126.776214957772,996.2330143178433,40.82247412954939,27107.89384123303,1634.0062002158502,7994.193063523215,7966.121375044202,15695.192936265632,2887.6409834664173,309.91144271203075,46.17480816212119
2011-09-26,19801.715000187534,372.12303027759054,19234.70858224829,997.7328535723836,40.722523399719236,27016.75118785398,1620.740841165271,8060.572526763936,8057.463937281961,15664.182399677393,2933.8867151423615,311.97804230845037,47.026742489700204
2011-09-27,20584.40662341428,392.7947774553573,19629.138800727676,1053.164365831051,42.76882689887837,27096.068188869795,1615.7562235510034,8208.945753226806,8134.1205735544,15750.70032104133,3003.607496799247,324.7412911956556,47.72599255461541
2011-09-28,20058.013239528504,373.3498061731018,19039.16476090004,1007.8025042438554,40.158219455860696,26963.46405346171,1609.2062779001176,7926.780653157826,7827.501991357024,15183.430339160235,2897.695941310924,318.6845081677565,46.64856199475804
2011-09-29,20131.20414444206,379.7202445972522,19044.58079660771,1023.5698521432121,40.33717584969087,27075.25459909408,1619.7721997602669,8152.794993191717,7881.762068312971,15327.379200039453,2880.4256979985544,334.5854775349516,46.69243052111107
2011-09-30,20236.94965445989,375.17785906011244,18975.574756715407,989.1177034846783,39.27746563710483,27135.17137697356,1624.7226792420454,7608.838182681459,7399.649771421855,14724.366380601463,2858.700063315755,328.95658414911156,45.784160748417264
2011-10-01,20236.94965445989,375.17785906011244,18975.574756715407,989.1177034846783,39.27746563710483,27135.17137697356,1624.7226792420454,7608.838182681459,7399.649771421855,14724.366380601463,2858.700063315755,328.95658414911156,45.784160748417264
2011-10-02,20236.94965445989,375.17785906011244,18975.574756715407,989.1177034846783,39.27746563710483,27135.17137697356,1624.7226792420454,7608.838182681459,7399.649771421855,14724.366380601463,2858.700063315755,328.95658414911156,45.784160748417264
2011-10-03,20814.068113874226,386.4931126217587,19007.92042567869,975.4709172836217,39.46628989193702,27309.037738176463,1646.32711540051,7786.42222013592,7447.062413931449,14799.858215028322,2808.5165800275972,312.33671531987403,45.461646444242774
2011-10-04,20353.312715259526,375.5663418852991,18427.26776188387,953.8212562512933,39.00621132215279,27387.5404343608,1650.6657489096326,7613.427417951409,7408.595968379041,14621.814246396745,2855.6655708132917,311.2177599589887,45.85703482390064
2011-10-05,20522.512248337138,379.3092566758373,18491.90526130417,996.9113781217848,38.75418006364183,27184.226763530874,1627.8553694908642,7822.7765660557725,7575.675666928061,14560.185891639194,2848.854378596849,310.2836511313527,44.66583257671721
2011-10-06,20727.566311639774,401.15035471694614,18869.250421246463,1036.3155157521896,40.64204128043815,27263.0419747041,1625.1248053181616,7729.3907980291,7597.63981851724,14602.400229231112,2941.183694612928,309.1756242626482,45.14666960165165
2011-10-07,20432.18334385602,386.9926801470414,18613.350259407533,1037.2974257954452,40.8331152124583,27160.615699212707,1611.2064125446268,7594.096898985948,7500.342616282418,14478.786392181852,2804.5031862356977,314.5143651353403,43.51448707786265
2011-10-08,20432.18334385602,386.9926801470414,18613.350259407533,1037.2974257954452,40.8331152124583,27160.615699212707,1611.2064125446268,7594.096898985948,7500.342616282418,14478.786392181852,2804.5031862356977,314.5143651353403,43.51448707786265
2011-10-09,20432.18334385602,386.9926801470414,18613.350259407533,1037.2974257954452,40.8331152124583,27160.615699212707,1611.2064125446268,7594.096898985948,7500.342616282418,14478.786392181852,2804.5031862356977,314.5143651353403,43.51448707786265
2011-10-10,20773.507714996278,397.45384836066205,18919.61894235888,1062.6889051013673,41.830698203965525,27033.804233207444,1587.5477891523701,7608.409291729998,7527.534949299507,14650.698186446562,2815.6713752044498,326.9811960931225,44.05785193839143
2011-10-11,20503.64088892028,394.8652645418316,18718.51333839102,1060.081596904458,40.61319482437308,26841.770833304137,1584.1848839958511,8162.7891281121665,7968.216402016417,15263.149402622144,2759.8441791881155,320.45819802138374,44.671426369227696
2011-10-12,20752.185911193432,404.28068230548035,19137.728734221142,1056.1853866152414,41.8487394952985,26818.12325525894,1578.9320496117027,7735.937751804644,7908.738914190388,15299.074341223544,2832.0875844329753,321.03987665744626,43.06451926687995
